---,LBS_ID,Name,PosRot,PosX,PosY,PosZ,Content,Zone,Race,Face,Head,Body,Hands,Legs,Feet,Main,Sub,Range,IsVisible
17723555_ChapalAfal_WW,17723555,"Chapal-Afal, W.W.","222","-59.555","-2.000","28.178","BASE_GAME","Northern_San_dOria","Tarutaru","Tarutaru_Female_F5A","Tarutaru_Head_Wool_Hat","Tarutaru_Body_Tactician_Magicians_Coat","Tarutaru_Hands_Chain_Mittens","Tarutaru_Legs_Chain_Hose","Tarutaru_Feet_Raptor_Ledelsens","","","","True"
17723585_Narcheral,17723585,"Narcheral","240","128.838","-10.999","128.338","BASE_GAME","Northern_San_dOria","Elvaan_Male","Elvaan_Male_F8B","Elvaan_Male_Head_Default","Elvaan_Male_Body_Healers_Briault_WHM_AF1","Elvaan_Male_Hands_Default","Elvaan_Male_Legs_Sitabaki","Elvaan_Male_Feet_Healers_Duckbills_WHM_AF1","","","","True"
17723587_Arachagnon,17723587,"Arachagnon","29","-140.978","11.999","271.750","BASE_GAME","Northern_San_dOria","Elvaan_Male","Elvaan_Male_F5A","Elvaan_Male_Head_Default","Elvaan_Male_Body_Elvaan_Jerkin","Elvaan_Male_Hands_Elvaan_Gloves","Elvaan_Male_Legs_Elvaan_M_Chausses","Elvaan_Male_Feet_Elvaan_M_Ledelsens","","","","True"
17723588_EVENTER,17723588,"EVENTER","4","-6.347","0.000","-11.265","BASE_GAME","Northern_San_dOria","Tarutaru","Tarutaru_Female_F2B","Tarutaru_Head_Default","Tarutaru_Body_Assault_Breastplate","Tarutaru_Hands_Wonder_Mitts","Tarutaru_Legs_Wonder_Braccae","Tarutaru_Feet_Wonder_Clomps","","","","True"
17723589_Rochefogne,17723589,"Rochefogne","89","-5.096","0.000","-10.234","BASE_GAME","Northern_San_dOria","Elvaan_Male","Elvaan_Male_F2B","Elvaan_Male_Head_Default","Elvaan_Male_Body_Assault_Breastplate","Elvaan_Male_Hands_Magna_Gloves","Elvaan_Male_Legs_Magna_M_Chausses","Elvaan_Male_Feet_Magna_M_Ledelsens","","","","True"
17723592_Gulmama,17723592,"Gulmama","94","-187.533","0.000","110.105","BASE_GAME","Northern_San_dOria","Tarutaru","Tarutaru_Female_F2A","Tarutaru_Head_Default","Tarutaru_Body_Tunic","Tarutaru_Hands_Mitts","Tarutaru_Legs_Slacks","Tarutaru_Feet_Solea","","","","True"
17723593_Castilchat,17723593,"Castilchat","34","-188.658","0.000","109.275","BASE_GAME","Northern_San_dOria","Elvaan_Male","Elvaan_Male_F8A","Elvaan_Male_Head_Default","Elvaan_Male_Body_Iron_Musketeers_Cuirass","Elvaan_Male_Hands_Iron_Musketeers_Gauntlets","Elvaan_Male_Legs_Iron_Musketeers_Cuisses","Elvaan_Male_Feet_Iron_Musketeers_Sabatons","","","","True"
17723597_Jeanvirgaud,17723597,"Jeanvirgaud","32","109.813","-0.199","-4.881","BASE_GAME","Northern_San_dOria","Elvaan_Male","Elvaan_Male_F6B","Elvaan_Male_Head_Wool_Hat","Elvaan_Male_Body_Battle_Jupon","Elvaan_Male_Hands_Bronze_Mittens","Elvaan_Male_Legs_Raptor_Trousers","Elvaan_Male_Feet_Kyahan","","","","True"
17723598_Pontaudarme,17723598,"Pontaudarme","239","-51.628","-0.199","16.593","BASE_GAME","Northern_San_dOria","Elvaan_Male","Elvaan_Male_F8B","Elvaan_Male_Head_Default","Elvaan_Male_Body_Silk_Cloak","Elvaan_Male_Hands_Default","Elvaan_Male_Legs_Elvaan_M_Chausses","Elvaan_Male_Feet_Elvaan_M_Ledelsens","","","","True"
17723601_Excenmille,17723601,"Excenmille","182","-229.344","7.999","22.976","BASE_GAME","Northern_San_dOria","Elvaan_Male","Elvaan_Male_F2A","Elvaan_Male_Head_Default","Elvaan_Male_Body_Crimson_Scale_Mail","Elvaan_Male_Hands_Crimson_Finger_Gauntlets","Elvaan_Male_Legs_Dragon_Cuisses","Elvaan_Male_Feet_Dragon_Greaves","","","","True"
17723626_Rondipur,17723626,"Rondipur","242","-154.415","11.999","153.744","BASE_GAME","Northern_San_dOria","Elvaan_Male","Elvaan_Male_F8A","Elvaan_Male_Head_Default","Elvaan_Male_Body_Vagabonds_Tunica","Elvaan_Male_Hands_Linen_Mitts","Elvaan_Male_Legs_Chain_Hose","Elvaan_Male_Feet_Greaves","","","","True"
17723627_Macuillie,17723627,"Macuillie","187","-191.738","11.001","138.656","BASE_GAME","Northern_San_dOria","Elvaan_Female","Elvaan_Female_F4A","Elvaan_Female_Head_Red_Cap","Elvaan_Female_Body_Blacksmiths_Apron","Elvaan_Female_Hands_Smithys_Mitts","Elvaan_Female_Legs_Default","Elvaan_Female_Feet_Elvaan_F_Ledelsens","","","","True"
17723628_Andreas,17723628,"Andreas","216","-189.282","10.999","262.626","BASE_GAME","Northern_San_dOria","Hume_Male","Hume_Male_F4A","Hume_Male_Head_Default","Hume_Male_Body_Carpenters_Apron","Hume_Male_Hands_Carpenters_Gloves","Hume_Male_Legs_Default","Hume_Male_Feet_Hume_M_Boots","","","","True"
17723629_Emeige_AMAN,17723629,"Emeige A.M.A.N.","33","-14.320","-0.199","97.446","SOA","Northern_San_dOria","Elvaan_Female","Elvaan_Female_F8A","Elvaan_Female_Head_Magnifying_Specs","Elvaan_Female_Body_Chocobo_Jack_Coat","Elvaan_Female_Hands_Vagabonds_Gloves","Elvaan_Female_Legs_Fishermans_Hose","Elvaan_Female_Feet_Vagabonds_Boots","","","","True"
17723637_Pursuivant,17723637,"Pursuivant","204","54.000","-0.199","11.937","BASE_GAME","Northern_San_dOria","Elvaan_Male","Elvaan_Male_F5B","Elvaan_Male_Head_War_Beret","Elvaan_Male_Body_Brigandine","Elvaan_Male_Hands_Thick_Mufflers","Elvaan_Male_Legs_Thick_Breeches","Elvaan_Male_Feet_Thick_Sollerets","","","","True"
17723643_Shikaree_X,17723643,"Shikaree X","23","123.777","6.499","116.851","BASE_GAME","Northern_San_dOria","Mithra","Mithra_F3B","Mithra_Head_Tiger_Mask","Mithra_Body_Coeurl_Jerkin","Mithra_Hands_Dragon_Mittens","Mithra_Legs_Hunters_Braccae_RNG_AF1","Mithra_Feet_Dragon_Leggings","","","","True"
17723646_Albanus,17723646,"Albanus","164","-190.219","11.001","145.908","BASE_GAME","Northern_San_dOria","Hume_Male","Hume_Male_F4B","Hume_Male_Head_Default","Hume_Male_Body_Tactician_Magicians_Coat","Hume_Male_Hands_Tactician_Magicians_Cuffs","Hume_Male_Legs_Tactician_Magicians_Slops","Hume_Male_Feet_Chestnut_Sabots","","","","True"
17723647_Ramua,17723647,"Ramua","26","-183.750","11.999","255.770","BASE_GAME","Northern_San_dOria","Elvaan_Female","Elvaan_Female_F2A","Elvaan_Female_Head_Hachimaki","Elvaan_Female_Body_Default","Elvaan_Female_Hands_Default","Elvaan_Female_Legs_Elvaan_F_Chausses","Elvaan_Female_Feet_Elvaan_F_Ledelsens","","","","True"
17723649_mgtest,17723649,"mgtest","1","41.902","-0.199","7.222","BASE_GAME","Northern_San_dOria","Tarutaru","Tarutaru_Female_F6A","Tarutaru_Head_Default","Tarutaru_Body_Chocobo_Jack_Coat","Tarutaru_Hands_Chocobo_Gloves","Tarutaru_Legs_Chocobo_Hose","Tarutaru_Feet_Chocobo_Boots","","","","True"
17723655_Taulenne,17723655,"Taulenne","176","-92.751","-0.199","58.104","BASE_GAME","Northern_San_dOria","Elvaan_Female","Elvaan_Female_F4B","Elvaan_Female_Head_Default","Elvaan_Female_Body_Shade_Harness","Elvaan_Female_Hands_Leather_Gloves","Elvaan_Female_Legs_Shade_Tights","Elvaan_Female_Feet_Leather_Highboots","","","","True"
17723659_Synergy_Engineer,17723659,"Synergy Engineer","142","-123.000","11.500","244.000","WOTG","Northern_San_dOria","Hume_Male","Hume_Male_F5A","Hume_Male_Head_Magnifying_Specs","Hume_Male_Body_Alchemists_Apron","Hume_Male_Hands_Linen_Mitts","Hume_Male_Legs_Linen_Slacks","Hume_Male_Feet_Shoes","","","","True"
17723660_Synergy_Engineer,17723660,"Synergy Engineer","99","-121.848","12.000","219.669","WOTG","Northern_San_dOria","Hume_Female","Hume_Female_F1B","Hume_Female_Head_Magnifying_Specs","Hume_Female_Body_Alchemists_Apron","Hume_Female_Hands_Linen_Mitts","Hume_Female_Legs_Linen_Slacks","Hume_Female_Feet_Shoes","","","","True"
17723665_Synergy_Enthusiast,17723665,"Synergy Enthusiast","68","-123.000","12.000","250.800","WOTG","Northern_San_dOria","Elvaan_Female","Elvaan_Female_F3B","Elvaan_Female_Head_Magnifying_Specs","Elvaan_Female_Body_Alchemists_Apron","Elvaan_Female_Hands_Linen_Mitts","Elvaan_Female_Legs_Linen_Slacks","Elvaan_Female_Feet_Shoes","","","","True"
17723671_Voidwatch_Purveyor,17723671,"Voidwatch Purveyor","0","-242.800","8.000","65.000","VOIDWATCH","Northern_San_dOria","Elvaan_Male","Elvaan_Male_F7A","Elvaan_Male_Head_Circlet","Elvaan_Male_Body_Iron_Musketeers_Cuirass","Elvaan_Male_Hands_Royal_Squires_Mufflers","Elvaan_Male_Legs_Cuisses","Elvaan_Male_Feet_Plate_Leggings","","","","True"
17723677_Valentione_Single,17723677,"Valentione Single","233","-171.000","0.000","132.000","BASE_GAME","Northern_San_dOria","Tarutaru","Tarutaru_Female_F8A","Tarutaru_Head_Magnifying_Specs","Tarutaru_Body_Tarutaru_Kaftan","Tarutaru_Hands_Tarutaru_Mitts","Tarutaru_Legs_Tarutaru_Braccae","Tarutaru_Feet_Tarutaru_Clomps","","","","True"
17723678_Valentione_Single,17723678,"Valentione Single","162","-225.815","7.999","12.659","BASE_GAME","Northern_San_dOria","Galka","Galka_F6B","Galka_Head_Default","Galka_Body_Chocobo_Jack_Coat","Galka_Hands_Steel_Finger_Gauntlets","Galka_Legs_Steel_Cuisses","Galka_Feet_Steel_Greaves","","","","True"
17723679_Valentione_Single,17723679,"Valentione Single","102","71.927","-0.199","38.052","BASE_GAME","Northern_San_dOria","Tarutaru","Tarutaru_Female_F6A","Tarutaru_Head_Default","Tarutaru_Body_Nashira_Manteel","Tarutaru_Hands_Errant_Cuffs","Tarutaru_Legs_Errant_Slops","Tarutaru_Feet_Errant_Pigaches","","","","True"
17723680_Valentione_Single,17723680,"Valentione Single","20","-53.768","-0.199","74.132","BASE_GAME","Northern_San_dOria","Mithra","Mithra_F3A","Mithra_Head_Default","Mithra_Body_Blue_Cotehardie","Mithra_Hands_Default","Mithra_Legs_Savage_Loincloth","Mithra_Feet_Warlocks_Boots_RDM_AF1","","","","True"
17723708_Eggsperiment_B,17723708,"Eggsperiment B","0","-243.800","8.000","33.500","BASE_GAME","Northern_San_dOria","Hume_Male","Hume_Male_Mannequin","Hume_Male_Head_Rabbit_cap","Hume_Male_Body_Kingdom_Aketon","Hume_Male_Hands_Bracers","Hume_Male_Legs_Hose","Hume_Male_Feet_Socks","","","","True"
17723709_Eggsperiment_U,17723709,"Eggsperiment U","0","-243.800","8.000","35.000","BASE_GAME","Northern_San_dOria","Hume_Female","Hume_Female_Mannequin","Hume_Female_Head_Rabbit_cap","Hume_Female_Body_Kingdom_Aketon","Hume_Female_Hands_Bracers","Hume_Female_Legs_Hose","Hume_Female_Feet_Socks","","","","True"
17723710_Eggsperiment_N,17723710,"Eggsperiment N","0","-243.800","8.000","52.800","BASE_GAME","Northern_San_dOria","Elvaan_Male","Elvaan_Male_Mannequin","Elvaan_Male_Head_Rabbit_cap","Elvaan_Male_Body_Kingdom_Aketon","Elvaan_Male_Hands_Bracers","Elvaan_Male_Legs_Hose","Elvaan_Male_Feet_Socks","","","","True"
17723711_Eggsperiment_N,17723711,"Eggsperiment N","0","-243.800","8.000","54.300","BASE_GAME","Northern_San_dOria","Elvaan_Female","Elvaan_Female_Mannequin","Elvaan_Female_Head_Rabbit_cap","Elvaan_Female_Body_Kingdom_Aketon","Elvaan_Female_Hands_Bracers","Elvaan_Female_Legs_Hose","Elvaan_Female_Feet_Socks","","","","True"
17723712_Eggsperiment_Y,17723712,"Eggsperiment Y","160","83.100","0.000","5.200","BASE_GAME","Northern_San_dOria","Tarutaru","Tarutaru_Female_Mannequin","Tarutaru_Head_Rawhide_Mask","Tarutaru_Body_Kingdom_Aketon","Tarutaru_Hands_Bracers","Tarutaru_Legs_Hose","Tarutaru_Feet_Socks","","","","True"
17723721_Prince_Yahiko,17723721,"Prince Yahiko","192","-147.000","11.500","163.000","BASE_GAME","Northern_San_dOria","Elvaan_Male","Elvaan_Male_F1A","Elvaan_Male_Head_Default","Elvaan_Male_Body_Onoko_Yukata","Elvaan_Male_Hands_Default","Elvaan_Male_Legs_Fishermans_Hose","Elvaan_Male_Feet_Default","","","","True"
17723722_Princess_Amdina,17723722,"Princess Amdina","192","-146.000","11.500","163.000","BASE_GAME","Northern_San_dOria","Elvaan_Female","Elvaan_Female_F2B","Elvaan_Female_Head_Lilac_Corsage","Elvaan_Female_Body_Omina_Yukata","Elvaan_Female_Hands_Default","Elvaan_Female_Legs_Default","Elvaan_Female_Feet_Socks","","","","True"
17723723_Loaranne,17723723,"Loaranne","128","-135.000","11.500","199.000","BASE_GAME","Northern_San_dOria","Elvaan_Female","Elvaan_Female_F1A","Elvaan_Female_Head_Garish_Crown","Elvaan_Female_Body_Elvaan_Top","Elvaan_Female_Hands_for_Novennial_Dress","Elvaan_Female_Legs_Elvaan_Shorts","Elvaan_Female_Legs_Invisible","","","","True"
17723771_Poseaulloie,17723771,"Poseaulloie","0","23.648","0.000","39.218","BASE_GAME","Northern_San_dOria","Elvaan_Female","Elvaan_Female_F1A","Elvaan_Female_Head_Witch_Hat","Elvaan_Female_Body_Wool_Robe","Elvaan_Female_Hands_Wizards_Gloves_BLM_AF1","Elvaan_Female_Legs_Fishermans_Hose","Elvaan_Female_Feet_Tiger_Ledelsens","","","","True"
17723772_Maryse,17723772,"Maryse","192","-153.247","0.000","128.821","BASE_GAME","Northern_San_dOria","Hume_Female","Hume_Female_F7B","Hume_Female_Head_Witch_Hat","Hume_Female_Body_Wizards_Coat_BLM_AF1","Hume_Female_Hands_Tekko","Hume_Female_Legs_Chocobo_Hose","Hume_Female_Feet_Chocobo_Boots","","","","True"
17723773_Gertrude,17723773,"Gertrude","133","-224.314","7.999","52.965","BASE_GAME","Northern_San_dOria","Hume_Female","Hume_Female_F1A","Hume_Female_Head_Wise_Cap","Hume_Female_Body_Chasuble","Hume_Female_Hands_Ogre_Gloves","Hume_Female_Legs_Ogre_Trousers","Hume_Female_Feet_Ogre_Ledelsens","","","","True"
17723779_Ensemble_Maven,17723779,"Ensemble Maven","63","-156.000","0.000","135.000","BASE_GAME","Northern_San_dOria","Elvaan_Female","Elvaan_Female_F4B","Elvaan_Female_Head_Default","Elvaan_Female_Body_Eerie_Cloak","Elvaan_Female_Hands_Default","Elvaan_Female_Legs_Track_pants","Elvaan_Female_Feet_Default","","","","True"
17723781_Fashionista,17723781,"Fashionista","63","-152.000","0.000","131.500","BASE_GAME","Northern_San_dOria","Elvaan_Female","Elvaan_Female_Mannequin","Elvaan_Female_Head_Default","Elvaan_Female_Body_Default","Elvaan_Female_Hands_Default","Elvaan_Female_Legs_Default","Elvaan_Female_Feet_Default","","","","True"
17723782_Fashionista,17723782,"Fashionista","63","-153.600","0.000","132.000","BASE_GAME","Northern_San_dOria","Elvaan_Female","Elvaan_Female_Mannequin","Elvaan_Female_Head_Default","Elvaan_Female_Body_Default","Elvaan_Female_Hands_Default","Elvaan_Female_Legs_Default","Elvaan_Female_Feet_Default","","","","True"
17723783_Fashionista,17723783,"Fashionista","63","-150.400","0.000","132.000","BASE_GAME","Northern_San_dOria","Elvaan_Female","Elvaan_Female_Mannequin","Elvaan_Female_Head_Default","Elvaan_Female_Body_Default","Elvaan_Female_Hands_Default","Elvaan_Female_Legs_Default","Elvaan_Female_Feet_Default","","","","True"
17723784_Charmealaut,17723784,"Charmealaut","63","0.000","0.499","29.303","BASE_GAME","Northern_San_dOria","Elvaan_Male","Elvaan_Male_F8A","Elvaan_Male_Head_Dream_Hat","Elvaan_Male_Body_Dream_Robe","Elvaan_Male_Hands_Dream_Mittens","Elvaan_Male_Legs_Dream_Trousers","Elvaan_Male_Feet_Dream_Boots","","","","True"
17723817_Suspicious_Elvaan,17723817,"Suspicious Elvaan","122","82.217","-0.199","42.682","SOA","Northern_San_dOria","Elvaan_Male","Elvaan_Male_Mannequin","Elvaan_Male_Head_Shaded_Specs","Elvaan_Male_Body_Black_Cloak","Elvaan_Male_Hands_Leather_Gloves","Elvaan_Male_Legs_Shadow_Trews","Elvaan_Male_Feet_Shadow_Clogs","","","","True"
17723819_Trisvain,17723819,"Trisvain","128","28.317","-0.199","84.776","WOTG","Northern_San_dOria","Elvaan_Male","Elvaan_Male_Mannequin","Elvaan_Male_Head_Shaded_Specs","Elvaan_Male_Body_Tunic","Elvaan_Male_Hands_Mitts","Elvaan_Male_Legs_Shadow_Trews","Elvaan_Male_Feet_Shadow_Clogs","","","","True"
17723848_Luren,17723848,"Luren","178","-171.710","12.000","258.700","BASE_GAME","Northern_San_dOria","Hume_Female","Hume_Female_F3A","Hume_Female_Head_Default","Hume_Female_Body_Carpenters_Apron","Hume_Female_Hands_Carpenters_Gloves","Hume_Female_Legs_Default","Hume_Female_Feet_Hume_F_Boots","","","","True"
17723849_Ore_Guzzler,17723849,"Ore Guzzler","147","-180.000","12.000","143.000","BASE_GAME","Northern_San_dOria","Galka","Galka_F3B","Galka_Head_Default","Galka_Body_Blacksmiths_Apron","Galka_Hands_Smithys_Mitts","Galka_Legs_Default","Galka_Feet_Bronze_Leggings","","","","True"
17723850_AMAN_Liaison,17723850,"A.M.A.N. Liaison","163","114.200","0.000","-10.070","SOA","Northern_San_dOria","Elvaan_Female","Elvaan_Female_F1B","Elvaan_Female_Head_Magnifying_Specs","Elvaan_Female_Body_Chocobo_Jack_Coat","Elvaan_Female_Hands_Vagabonds_Gloves","Elvaan_Female_Legs_Fishermans_Hose","Elvaan_Female_Feet_Vagabonds_Boots","","","","True"
17723851_Linkshell_Concierge,17723851,"Linkshell Concierge","223","76.260","0.000","9.700","BASE_GAME","Northern_San_dOria","Hume_Female","Hume_Female_F2B","Hume_Female_Head_Goblin_Coif","Hume_Female_Body_Aketon","Hume_Female_Hands_Hume_F_Gloves","Hume_Female_Legs_Fishermans_Hose","Hume_Female_Feet_War_Boots","","","","True"
17727492_Avandale,17727492,"Avandale","62","-105.524","-8.000","-125.274","BASE_GAME","Port_San_dOria","Elvaan_Male","Elvaan_Male_F6A","Elvaan_Male_Head_Royal_Squires_Helm","Elvaan_Male_Body_Royal_Squires_Chainmail","Elvaan_Male_Hands_Royal_Squires_Mufflers","Elvaan_Male_Legs_Royal_Squires_Breeches","Elvaan_Male_Feet_Royal_Squires_Sollerets","","","","True"
17727493_Callort,17727493,"Callort","185","5.468","-4.000","-64.627","BASE_GAME","Port_San_dOria","Elvaan_Male","Elvaan_Male_F4A","Elvaan_Male_Head_Default","Elvaan_Male_Body_Doublet","Elvaan_Male_Hands_Elvaan_Gloves","Elvaan_Male_Legs_Slacks","Elvaan_Male_Feet_Elvaan_M_Ledelsens","","","","True"
17727494_Esca,17727494,"Esca","118","29.706","-4.118","-73.343","BASE_GAME","Port_San_dOria","Elvaan_Female","Elvaan_Female_F5B","Elvaan_Female_Head_Gavial_Mask","Elvaan_Female_Body_Shinobi_Gi","Elvaan_Female_Hands_Elvaan_Gauntlets","Elvaan_Female_Legs_Hose","Elvaan_Female_Feet_Solea","","","","True"
17727496_Altiret,17727496,"Altiret","102","21.263","-3.999","-65.776","BASE_GAME","Port_San_dOria","Elvaan_Male","Elvaan_Male_F3B","Elvaan_Male_Head_Faceguard","Elvaan_Male_Body_Scale_Mail","Elvaan_Male_Hands_Scale_Finger_Gauntlets","Elvaan_Male_Legs_Scale_Cuisses","Elvaan_Male_Feet_Scale_Greaves","","","","True"
17727497_Morjean,17727497,"Morjean","85","14.560","-13.999","-96.496","BASE_GAME","Port_San_dOria","Elvaan_Male","Elvaan_Male_F3A","Elvaan_Male_Head_Default","Elvaan_Male_Body_Tunic","Elvaan_Male_Hands_Mitts","Elvaan_Male_Legs_Slacks","Elvaan_Male_Feet_Solea","","","","True"
17727500_Ilgusin,17727500,"Ilgusin","47","-68.313","-5.500","-36.985","BASE_GAME","Port_San_dOria","Elvaan_Male","Elvaan_Male_F2A","Elvaan_Male_Head_Default","Elvaan_Male_Body_Gambison","Elvaan_Male_Hands_Default","Elvaan_Male_Legs_Elvaan_M_Chausses","Elvaan_Male_Feet_Moccasins","","","","True"
17727501_Antreneau,17727501,"Antreneau","251","-71.465","-5.497","-41.081","BASE_GAME","Port_San_dOria","Elvaan_Male","Elvaan_Male_F5A","Elvaan_Male_Head_Default","Elvaan_Male_Body_Lizard_Jerkin","Elvaan_Male_Hands_Royal_Squires_Mufflers","Elvaan_Male_Legs_Lizard_Trousers","Elvaan_Male_Feet_Royal_Squires_Sollerets","","","","True"
17727502_Nogelle,17727502,"Nogelle","200","-70.517","-5.497","-32.821","BASE_GAME","Port_San_dOria","Elvaan_Female","Elvaan_Female_F2B","Elvaan_Female_Head_Default","Elvaan_Female_Body_Battle_Jupon","Elvaan_Female_Hands_Default","Elvaan_Female_Legs_Elvaan_F_Chausses","Elvaan_Female_Feet_Elvaan_F_Ledelsens","","","","True"
17727503_Croumangue,17727503,"Croumangue","121","-64.802","-5.496","-32.000","BASE_GAME","Port_San_dOria","Elvaan_Male","Elvaan_Male_F1A","Elvaan_Male_Head_Default","Elvaan_Male_Body_Battle_Jupon","Elvaan_Male_Hands_Default","Elvaan_Male_Legs_Elvaan_M_Chausses","Elvaan_Male_Feet_Elvaan_M_Ledelsens","","","","True"
17727505_Portaure,17727505,"Portaure","216","-21.999","-4.000","-106.877","BASE_GAME","Port_San_dOria","Elvaan_Male","Elvaan_Male_F8B","Elvaan_Male_Head_Default","Elvaan_Male_Body_Shinobi_Gi","Elvaan_Male_Hands_Tekko","Elvaan_Male_Legs_Elvaan_M_Chausses","Elvaan_Male_Feet_Elvaan_M_Ledelsens","","","","True"
17727507_Regine,17727507,"Regine","65","68.301","-8.102","-73.724","BASE_GAME","Port_San_dOria","Elvaan_Female","Elvaan_Female_F2A","Elvaan_Female_Head_Default","Elvaan_Female_Body_Silk_Cloak","Elvaan_Female_Hands_Elvaan_Gauntlets","Elvaan_Female_Legs_White_Slacks","Elvaan_Female_Feet_Elvaan_F_Ledelsens","","","","True"
17727508_Rugiette,17727508,"Rugiette","84","71.360","-8.102","-73.724","BASE_GAME","Port_San_dOria","Elvaan_Female","Elvaan_Female_F8B","Elvaan_Female_Head_Default","Elvaan_Female_Body_Cloak","Elvaan_Female_Hands_Elvaan_Gauntlets","Elvaan_Female_Legs_Elvaan_F_Chausses","Elvaan_Female_Feet_Elvaan_F_Ledelsens","","","","True"
17727510_Anton,17727510,"Anton","149","-17.568","-8.000","26.458","BASE_GAME","Port_San_dOria","Hume_Male","Hume_Male_F8A","Hume_Male_Head_Padded_Cap","Hume_Male_Body_Wool_Robe","Hume_Male_Hands_Black_Mitts","Hume_Male_Legs_Battle_Hose","Hume_Male_Feet_Greaves","","","","True"
17727511_Leonora,17727511,"Leonora","203","-22.883","-8.199","13.641","BASE_GAME","Port_San_dOria","Hume_Female","Hume_Female_F2B","Hume_Female_Head_Padded_Cap","Hume_Female_Body_Wool_Robe","Hume_Female_Hands_Black_Mitts","Hume_Female_Legs_Iron_Subligar","Hume_Female_Feet_Greaves","","","","True"
17727512_Anoki,17727512,"Anoki","78","-22.397","-8.199","30.463","BASE_GAME","Port_San_dOria","Hume_Male","Hume_Male_F7B","Hume_Male_Head_Padded_Cap","Hume_Male_Body_Wool_Robe","Hume_Male_Hands_Black_Mitts","Hume_Male_Legs_Battle_Hose","Hume_Male_Feet_Greaves","","","","True"
17727513_Meta,17727513,"Meta","6","-19.112","-8.000","17.589","BASE_GAME","Port_San_dOria","Hume_Female","Hume_Female_F7B","Hume_Female_Head_Padded_Cap","Hume_Female_Body_Wool_Robe","Hume_Female_Hands_Black_Mitts","Hume_Female_Legs_Iron_Subligar","Hume_Female_Feet_Greaves","","","","True"
17727515_Apstaule,17727515,"Apstaule","193","-6.983","-13.300","-157.517","BASE_GAME","Port_San_dOria","Elvaan_Male","Elvaan_Male_F8A","Elvaan_Male_Head_Default","Elvaan_Male_Body_Doublet","Elvaan_Male_Hands_Elvaan_Gloves","Elvaan_Male_Legs_Elvaan_M_Chausses","Elvaan_Male_Feet_Ash_Clogs","","","","True"
17727516_Comittie,17727516,"Comittie","168","-6.570","-8.800","-147.952","BASE_GAME","Port_San_dOria","Elvaan_Female","Elvaan_Female_F4A","Elvaan_Female_Head_Padded_Cap","Elvaan_Female_Body_Gambison","Elvaan_Female_Hands_Elvaan_Gauntlets","Elvaan_Female_Legs_Elvaan_F_Chausses","Elvaan_Female_Feet_Shinobi_Kyahan","","","","True"
17727517_Meinemelle,17727517,"Meinemelle","218","-8.289","-8.300","-146.093","BASE_GAME","Port_San_dOria","Elvaan_Female","Elvaan_Female_F5B","Elvaan_Female_Head_Padded_Cap","Elvaan_Female_Body_Gambison","Elvaan_Female_Hands_Elvaan_Gauntlets","Elvaan_Female_Legs_Elvaan_F_Chausses","Elvaan_Female_Feet_Shinobi_Kyahan","","","","True"
17727518_Gournaie,17727518,"Gournaie","208","0.829","-8.300","-148.188","BASE_GAME","Port_San_dOria","Elvaan_Female","Elvaan_Female_F5A","Elvaan_Female_Head_Default","Elvaan_Female_Body_Bronze_Harness","Elvaan_Female_Hands_Leather_Gloves","Elvaan_Female_Legs_Lizard_Trousers","Elvaan_Female_Feet_Lizard_Ledelsens","","","","True"
17727523_Coullave,17727523,"Coullave","148","-95.270","-8.000","-127.278","BASE_GAME","Port_San_dOria","Elvaan_Female","Elvaan_Female_F3A","Elvaan_Female_Head_Bronze_Cap","Elvaan_Female_Body_Doublet","Elvaan_Female_Hands_Elvaan_Gauntlets","Elvaan_Female_Legs_Slacks","Elvaan_Female_Feet_Shinobi_Kyahan","","","","True"
17727524_Fiva,17727524,"Fiva","44","-51.919","-8.000","19.584","BASE_GAME","Port_San_dOria","Elvaan_Female","Elvaan_Female_F6A","Elvaan_Female_Head_Padded_Cap","Elvaan_Female_Body_Wool_Robe","Elvaan_Female_Hands_Default","Elvaan_Female_Legs_Sitabaki","Elvaan_Female_Feet_Tactician_Magicians_Pigaches","","","","True"
17727525_Milva,17727525,"Milva","155","-27.244","-8.000","-1.933","BASE_GAME","Port_San_dOria","Elvaan_Female","Elvaan_Female_F7A","Elvaan_Female_Head_Wool_Hat","Elvaan_Female_Body_Gambison","Elvaan_Female_Hands_Cuffs","Elvaan_Female_Legs_White_Slacks","Elvaan_Female_Feet_Elvaan_F_Ledelsens","","","","True"
17727527_Deguerendars,17727527,"Deguerendars","220","-63.263","-4.496","-42.938","BASE_GAME","Port_San_dOria","Elvaan_Male","Elvaan_Male_F7A","Elvaan_Male_Head_Default","Elvaan_Male_Body_Doublet","Elvaan_Male_Hands_Elvaan_Gloves","Elvaan_Male_Legs_Elvaan_M_Chausses","Elvaan_Male_Feet_Kyahan","","","","True"
17727528_Nimia,17727528,"Nimia","242","-46.393","-4.000","-62.813","BASE_GAME","Port_San_dOria","Elvaan_Female","Elvaan_Female_F3A","Elvaan_Female_Head_Default","Elvaan_Female_Body_Shinobi_Gi","Elvaan_Female_Hands_Default","Elvaan_Female_Legs_Elvaan_F_Chausses","Elvaan_Female_Feet_SuneAte","","","","True"
