---,Level,Name,Description,Slot,Mesh,Race
Hume_Female_Legs_Novennial_Boots,"1","Novennial Boots","","Legs","SkeletalMesh'/Game/FF11/Characters/Gear/Hume_Female/Legs/Novennial_Boots/Novennial_Boots.Novennial_Boots'","Hume_Female"
Hume_Female_Legs_Calmecac_Trousers,"1","Calmecac Trousers","","Legs","SkeletalMesh'/Game/FF11/Characters/Gear/Hume_Female/Legs/Calmecac_Trousers/Calmecac_Trousers.Calmecac_Trousers'","Hume_Female"
Hume_Female_Legs_Calmecac_Subligar,"1","Calmecac Subligar","","Legs","SkeletalMesh'/Game/FF11/Characters/Gear/Hume_Female/Legs/Calmecac_Subligar/Calmecac_Subligar.Calmecac_Subligar'","Hume_Female"
Hume_Female_Legs_Jingang_Hose,"1","Jingang Hose","","Legs","SkeletalMesh'/Game/FF11/Characters/Gear/Hume_Female/Legs/Jingang_Hose/Jingang_Hose.Jingang_Hose'","Hume_Female"
Hume_Female_Legs_Menhit_Slacks,"1","Menhit Slacks","","Legs","SkeletalMesh'/Game/FF11/Characters/Gear/Hume_Female/Legs/Menhit_Slacks/Menhit_Slacks.Menhit_Slacks'","Hume_Female"
Hume_Female_Legs_Triplus_Subligar,"1","Triplus Subligar","","Legs","SkeletalMesh'/Game/FF11/Characters/Gear/Hume_Female/Legs/Triplus_Subligar/Triplus_Subligar.Triplus_Subligar'","Hume_Female"
Hume_Female_Legs_Dream_Pants,"1","Dream Pants","","Legs","SkeletalMesh'/Game/FF11/Characters/Gear/Hume_Female/Legs/Dream_Pants/Dream_Pants.Dream_Pants'","Hume_Female"
Hume_Female_Legs_Ogiers_Breeches,"1","Ogier's Breeches","","Legs","SkeletalMesh'/Game/FF11/Characters/Gear/Hume_Female/Legs/Ogiers_Breeches/Ogiers_Breeches.Ogiers_Breeches'","Hume_Female"
Hume_Female_Legs_Athoss_Tights,"1","Athos's Tights","","Legs","SkeletalMesh'/Game/FF11/Characters/Gear/Hume_Female/Legs/Athoss_Tights/Athoss_Tights.Athoss_Tights'","Hume_Female"
Hume_Female_Legs_Rubeus_Spats,"1","Rubeus Spats","","Legs","SkeletalMesh'/Game/FF11/Characters/Gear/Hume_Female/Legs/Rubeus_Spats/Rubeus_Spats.Rubeus_Spats'","Hume_Female"
Hume_Female_Legs_Praeco_Slacks,"1","Praeco Slacks","","Legs","SkeletalMesh'/Game/FF11/Characters/Gear/Hume_Female/Legs/Praeco_Slacks/Praeco_Slacks.Praeco_Slacks'","Hume_Female"
Hume_Female_Legs_Tussle_Breeches,"1","Tussle Breeches","","Legs","SkeletalMesh'/Game/FF11/Characters/Gear/Hume_Female/Legs/Tussle_Breeches/Tussle_Breeches.Tussle_Breeches'","Hume_Female"
Hume_Female_Legs_Kheper_Kecks,"1","Kheper Kecks","","Legs","SkeletalMesh'/Game/FF11/Characters/Gear/Hume_Female/Legs/Kheper_Kecks/Kheper_Kecks.Kheper_Kecks'","Hume_Female"
Hume_Female_Legs_Paean_Tights,"1","Paean Tights","","Legs","SkeletalMesh'/Game/FF11/Characters/Gear/Hume_Female/Legs/Paean_Tights/Paean_Tights.Paean_Tights'","Hume_Female"
Hume_Female_Legs_Auspex_Slops,"1","Auspex Slops","","Legs","SkeletalMesh'/Game/FF11/Characters/Gear/Hume_Female/Legs/Auspex_Slops/Auspex_Slops.Auspex_Slops'","Hume_Female"
Hume_Female_Legs_Hrafn_Hose,"1","Hrafn Hose","","Legs","SkeletalMesh'/Game/FF11/Characters/Gear/Hume_Female/Legs/Hrafn_Hose/Hrafn_Hose.Hrafn_Hose'","Hume_Female"
Hume_Female_Legs_Tenryu_Hakama,"1","Tenryu Hakama","","Legs","SkeletalMesh'/Game/FF11/Characters/Gear/Hume_Female/Legs/Tenryu_Hakama/Tenryu_Hakama.Tenryu_Hakama'","Hume_Female"
Hume_Female_Legs_Akasha_chaps,"1","Akasha chaps","","Legs","SkeletalMesh'/Game/FF11/Characters/Gear/Hume_Female/Legs/Akasha_chaps/Akasha_chaps.Akasha_chaps'","Hume_Female"
Hume_Female_Legs_Alcedo_cuisses,"1","Alcedo cuisses","","Legs","SkeletalMesh'/Game/FF11/Characters/Gear/Hume_Female/Legs/Alcedo_cuisses/Alcedo_cuisses.Alcedo_cuisses'","Hume_Female"
Hume_Female_Legs_Marine_Shorts,"1","Marine Shorts","","Legs","SkeletalMesh'/Game/FF11/Characters/Gear/Hume_Female/Legs/Marine_Shorts/Marine_Shorts.Marine_Shorts'","Hume_Female"
Hume_Female_Legs_Abatteur_subligar,"1","Abatteur subligar?","","Legs","SkeletalMesh'/Game/FF11/Characters/Gear/Hume_Female/Legs/Abatteur_subligar/Abatteur_subligar.Abatteur_subligar'","Hume_Female"
Hume_Female_Legs_Decennial_Tights,"1","Decennial Tights","","Legs","SkeletalMesh'/Game/FF11/Characters/Gear/Hume_Female/Legs/Decennial_Tights/Decennial_Tights.Decennial_Tights'","Hume_Female"
Hume_Female_Legs_Dux_Cuisses,"1","Dux Cuisses","","Legs","SkeletalMesh'/Game/FF11/Characters/Gear/Hume_Female/Legs/Dux_Cuisses/Dux_Cuisses.Dux_Cuisses'","Hume_Female"
Hume_Female_Legs_Chelona_Trousers,"1","Chelona Trousers","","Legs","SkeletalMesh'/Game/FF11/Characters/Gear/Hume_Female/Legs/Chelona_Trousers/Chelona_Trousers.Chelona_Trousers'","Hume_Female"
Hume_Female_Legs_Geomancy_pants_GEO_AF1,"1"," Geomancy pants (GEO AF1)","","Legs","SkeletalMesh'/Game/FF11/Characters/Gear/Hume_Female/Legs/Geomancy_pants_GEO_AF1/Geomancy_pants_GEO_AF1.Geomancy_pants_GEO_AF1'","Hume_Female"
Hume_Female_Legs_Runeist_trousers_RUN_AF1,"1"," Runeist trousers (RUN AF1)","","Legs","SkeletalMesh'/Game/FF11/Characters/Gear/Hume_Female/Legs/Runeist_trousers_RUN_AF1/Runeist_trousers_RUN_AF1.Runeist_trousers_RUN_AF1'","Hume_Female"
Hume_Female_Legs_Karieyh_Brayettes,"1"," Karieyh Brayettes","","Legs","SkeletalMesh'/Game/FF11/Characters/Gear/Hume_Female/Legs/Karieyh_Brayettes/Karieyh_Brayettes.Karieyh_Brayettes'","Hume_Female"
Hume_Female_Legs_Thurandaut_Tights,"1"," Thurandaut Tights","","Legs","SkeletalMesh'/Game/FF11/Characters/Gear/Hume_Female/Legs/Thurandaut_Tights/Thurandaut_Tights.Thurandaut_Tights'","Hume_Female"
Hume_Female_Legs_Orvail_pants,"1"," Orvail pants","","Legs","SkeletalMesh'/Game/FF11/Characters/Gear/Hume_Female/Legs/Orvail_pants/Orvail_pants.Orvail_pants'","Hume_Female"
Hume_Female_Legs_Morass_pants,"1"," Morass pants","","Legs","SkeletalMesh'/Game/FF11/Characters/Gear/Hume_Female/Legs/Morass_pants/Morass_pants.Morass_pants'","Hume_Female"
Hume_Female_Legs_Xux_Nahtirah,"1"," Xux / Nahtirah","","Legs","SkeletalMesh'/Game/FF11/Characters/Gear/Hume_Female/Legs/Xux_Nahtirah/Xux_Nahtirah.Xux_Nahtirah'","Hume_Female"
Hume_Female_Legs_Mikinaak_Cuisses,"1"," Mikinaak Cuisses","","Legs","SkeletalMesh'/Game/FF11/Characters/Gear/Hume_Female/Legs/Mikinaak_Cuisses/Mikinaak_Cuisses.Mikinaak_Cuisses'","Hume_Female"
Hume_Female_Legs_Manibozho_Brais,"1"," Manibozho Brais","","Legs","SkeletalMesh'/Game/FF11/Characters/Gear/Hume_Female/Legs/Manibozho_Brais/Manibozho_Brais.Manibozho_Brais'","Hume_Female"
Hume_Female_Legs_Bokwus_Slops,"1"," Bokwus Slops","","Legs","SkeletalMesh'/Game/FF11/Characters/Gear/Hume_Female/Legs/Bokwus_Slops/Bokwus_Slops.Bokwus_Slops'","Hume_Female"
Hume_Female_Legs_Rustic_Trunks,"1"," Rustic Trunks","","Legs","SkeletalMesh'/Game/FF11/Characters/Gear/Hume_Female/Legs/Rustic_Trunks/Rustic_Trunks.Rustic_Trunks'","Hume_Female"
Hume_Female_Legs_Bagua_pants_GEO_AF2,"1"," Bagua pants (GEO AF2)","","Legs","SkeletalMesh'/Game/FF11/Characters/Gear/Hume_Female/Legs/Bagua_pants_GEO_AF2/Bagua_pants_GEO_AF2.Bagua_pants_GEO_AF2'","Hume_Female"
Hume_Female_Legs_Futhark_trousers_RUN_AF2,"1"," Futhark trousers (RUN AF2)","","Legs","SkeletalMesh'/Game/FF11/Characters/Gear/Hume_Female/Legs/Futhark_trousers_RUN_AF2/Futhark_trousers_RUN_AF2.Futhark_trousers_RUN_AF2'","Hume_Female"
Hume_Female_Legs_Gorney_Brayettes,"1"," Gorney Brayettes","","Legs","SkeletalMesh'/Game/FF11/Characters/Gear/Hume_Female/Legs/Gorney_Brayettes/Gorney_Brayettes.Gorney_Brayettes'","Hume_Female"
Hume_Female_Legs_Shneddick_Tights,"1"," Shneddick Tights","","Legs","SkeletalMesh'/Game/FF11/Characters/Gear/Hume_Female/Legs/Shneddick_Tights/Shneddick_Tights.Shneddick_Tights'","Hume_Female"
Hume_Female_Legs_Weatherspoon_Pants,"1"," Weatherspoon Pants","","Legs","SkeletalMesh'/Game/FF11/Characters/Gear/Hume_Female/Legs/Weatherspoon_Pants/Weatherspoon_Pants.Weatherspoon_Pants'","Hume_Female"
Hume_Female_Legs_Quiahuiz_leggings,"1"," Quiahuiz leggings","","Legs","SkeletalMesh'/Game/FF11/Characters/Gear/Hume_Female/Legs/Quiahuiz_leggings/Quiahuiz_leggings.Quiahuiz_leggings'","Hume_Female"
Hume_Female_Legs_Qaaxo_Tights,"1"," Qaaxo Tights","","Legs","SkeletalMesh'/Game/FF11/Characters/Gear/Hume_Female/Legs/Qaaxo_Tights/Qaaxo_Tights.Qaaxo_Tights'","Hume_Female"
Hume_Female_Legs_Artsieq_Hose,"1"," Artsieq Hose","","Legs","SkeletalMesh'/Game/FF11/Characters/Gear/Hume_Female/Legs/Artsieq_Hose/Artsieq_Hose.Artsieq_Hose'","Hume_Female"
Hume_Female_Legs_Xaddi_Cuisses,"1"," Xaddi Cuisses","","Legs","SkeletalMesh'/Game/FF11/Characters/Gear/Hume_Female/Legs/Xaddi_Cuisses/Xaddi_Cuisses.Xaddi_Cuisses'","Hume_Female"
Hume_Female_Legs_Erilaz_leg_guards_RUN_AF3,"1"," Erilaz leg guards (RUN AF3)","","Legs","SkeletalMesh'/Game/FF11/Characters/Gear/Hume_Female/Legs/Erilaz_leg_guards_RUN_AF3/Erilaz_leg_guards_RUN_AF3.Erilaz_leg_guards_RUN_AF3'","Hume_Female"
Hume_Female_Legs_Shokujo_hanmomohiki,"1"," Shokujo hanmomohiki","","Legs","SkeletalMesh'/Game/FF11/Characters/Gear/Hume_Female/Legs/Shokujo_hanmomohiki/Shokujo_hanmomohiki.Shokujo_hanmomohiki'","Hume_Female"
Hume_Female_Legs_Miasmic_Pants,"1"," Miasmic Pants","","Legs","SkeletalMesh'/Game/FF11/Characters/Gear/Hume_Female/Legs/Miasmic_Pants/Miasmic_Pants.Miasmic_Pants'","Hume_Female"
Hume_Female_Legs_Azimuth_Tights_GEO_AF3,"1"," Azimuth Tights (GEO AF3)","","Legs","SkeletalMesh'/Game/FF11/Characters/Gear/Hume_Female/Legs/Azimuth_Tights_GEO_AF3/Azimuth_Tights_GEO_AF3.Azimuth_Tights_GEO_AF3'","Hume_Female"
Hume_Female_Legs_Pupils_Trousers,"1"," Pupil's Trousers","","Legs","SkeletalMesh'/Game/FF11/Characters/Gear/Hume_Female/Legs/Pupils_Trousers/Pupils_Trousers.Pupils_Trousers'","Hume_Female"
Hume_Female_Legs_Despair_cuisses,"1"," Despair cuisses","","Legs","SkeletalMesh'/Game/FF11/Characters/Gear/Hume_Female/Legs/Despair_cuisses/Despair_cuisses.Despair_cuisses'","Hume_Female"
Hume_Female_Legs_Pursuers_pants,"1"," Pursuer's pants","","Legs","SkeletalMesh'/Game/FF11/Characters/Gear/Hume_Female/Legs/Pursuers_pants/Pursuers_pants.Pursuers_pants'","Hume_Female"
Hume_Female_Legs_Psycloth_lappas,"1"," Psycloth lappas","","Legs","SkeletalMesh'/Game/FF11/Characters/Gear/Hume_Female/Legs/Psycloth_lappas/Psycloth_lappas.Psycloth_lappas'","Hume_Female"
Hume_Female_Legs_Eschite_cuisses,"1"," Eschite cuisses","","Legs","SkeletalMesh'/Game/FF11/Characters/Gear/Hume_Female/Legs/Eschite_cuisses/Eschite_cuisses.Eschite_cuisses'","Hume_Female"
Hume_Female_Legs_Rawhide_trousers,"1"," Rawhide trousers","","Legs","SkeletalMesh'/Game/FF11/Characters/Gear/Hume_Female/Legs/Rawhide_trousers/Rawhide_trousers.Rawhide_trousers'","Hume_Female"
Hume_Female_Legs_Naga_hakama,"1"," Naga hakama","","Legs","SkeletalMesh'/Game/FF11/Characters/Gear/Hume_Female/Legs/Naga_hakama/Naga_hakama.Naga_hakama'","Hume_Female"
Hume_Female_Legs_Vanya_slops,"1"," Vanya slops","","Legs","SkeletalMesh'/Game/FF11/Characters/Gear/Hume_Female/Legs/Vanya_slops/Vanya_slops.Vanya_slops'","Hume_Female"
Hume_Female_Legs_Cossie_bottom,"1"," Cossie bottom","","Legs","SkeletalMesh'/Game/FF11/Characters/Gear/Hume_Female/Legs/Cossie_bottom/Cossie_bottom.Cossie_bottom'","Hume_Female"
Hume_Female_Legs_Founders_hose,"1"," Founder's hose","","Legs","SkeletalMesh'/Game/FF11/Characters/Gear/Hume_Female/Legs/Founders_hose/Founders_hose.Founders_hose'","Hume_Female"
Hume_Female_Legs_Samnuha_tights,"1"," Samnuha tights","","Legs","SkeletalMesh'/Game/FF11/Characters/Gear/Hume_Female/Legs/Samnuha_tights/Samnuha_tights.Samnuha_tights'","Hume_Female"
Hume_Female_Legs_Starlet_skirt,"1"," Starlet skirt","","Legs","SkeletalMesh'/Game/FF11/Characters/Gear/Hume_Female/Legs/Starlet_skirt/Starlet_skirt.Starlet_skirt'","Hume_Female"
Hume_Female_Legs_Gyve_trousers,"1"," Gyve trousers","","Legs","SkeletalMesh'/Game/FF11/Characters/Gear/Hume_Female/Legs/Gyve_trousers/Gyve_trousers.Gyve_trousers'","Hume_Female"
Hume_Female_Legs_Track_pants,"1"," Track pants","","Legs","SkeletalMesh'/Game/FF11/Characters/Gear/Hume_Female/Legs/Track_pants/Track_pants.Track_pants'","Hume_Female"
Hume_Female_Legs_Odyssean_cuisses,"1"," Odyssean cuisses","","Legs","SkeletalMesh'/Game/FF11/Characters/Gear/Hume_Female/Legs/Odyssean_cuisses/Odyssean_cuisses.Odyssean_cuisses'","Hume_Female"
Hume_Female_Legs_Valorus_hose,"1"," Valorus hose","","Legs","SkeletalMesh'/Game/FF11/Characters/Gear/Hume_Female/Legs/Valorus_hose/Valorus_hose.Valorus_hose'","Hume_Female"
Hume_Female_Legs_Merlinic_shalwar,"1"," Merlinic shalwar","","Legs","SkeletalMesh'/Game/FF11/Characters/Gear/Hume_Female/Legs/Merlinic_shalwar/Merlinic_shalwar.Merlinic_shalwar'","Hume_Female"
Hume_Female_Legs_Chironic_hose,"1"," Chironic hose","","Legs","SkeletalMesh'/Game/FF11/Characters/Gear/Hume_Female/Legs/Chironic_hose/Chironic_hose.Chironic_hose'","Hume_Female"
Hume_Female_Legs_Dashing_subligar,"1"," Dashing subligar","","Legs","SkeletalMesh'/Game/FF11/Characters/Gear/Hume_Female/Legs/Dashing_subligar/Dashing_subligar.Dashing_subligar'","Hume_Female"
Hume_Female_Legs_Herculean_trousers,"1"," Herculean trousers","","Legs","SkeletalMesh'/Game/FF11/Characters/Gear/Hume_Female/Legs/Herculean_trousers/Herculean_trousers.Herculean_trousers'","Hume_Female"
Hume_Female_Legs_Alliance_pants,"1"," Alliance pants","","Legs","SkeletalMesh'/Game/FF11/Characters/Gear/Hume_Female/Legs/Alliance_pants/Alliance_pants.Alliance_pants'","Hume_Female"
Hume_Female_Legs_Pink_Panties,"1","Pink Panties","","Legs","SkeletalMesh'/Game/FF11/Characters/Gear/Hume_Female/Legs/Pink_Panties/Pink_Panties.Pink_Panties'","Hume_Female"
Hume_Female_Legs_Swim_Trunks,"1","Swim Trunks","","Legs","SkeletalMesh'/Game/FF11/Characters/Gear/Hume_Female/Legs/Swim_Trunks/Swim_Trunks.Swim_Trunks'","Hume_Female"
Hume_Female_Legs_Malignance_Tights,"1","Malignance Tights","","Legs","SkeletalMesh'/Game/FF11/Characters/Gear/Hume_Female/Legs/Malignance_Tights/Malignance_Tights.Malignance_Tights'","Hume_Female"
Hume_Female_Legs_Cait_Sith_Subligar,"1","Cait Sith Subligar","","Legs","SkeletalMesh'/Game/FF11/Characters/Gear/Hume_Female/Legs/Cait_Sith_Subligar/Cait_Sith_Subligar.Cait_Sith_Subligar'","Hume_Female"
Hume_Female_Legs_Morbol_Subligar,"1","Morbol Subligar","","Legs","SkeletalMesh'/Game/FF11/Characters/Gear/Hume_Female/Legs/Morbol_Subligar/Morbol_Subligar.Morbol_Subligar'","Hume_Female"
Hume_Female_Legs_Ikengas_Trousers,"1","Ikenga's Trousers","","Legs","SkeletalMesh'/Game/FF11/Characters/Gear/Hume_Female/Legs/Ikengas_Trousers/Ikengas_Trousers.Ikengas_Trousers'","Hume_Female"
Hume_Female_Legs_Gletis_Breeches,"1","Gleti's Breeches","","Legs","SkeletalMesh'/Game/FF11/Characters/Gear/Hume_Female/Legs/Gletis_Breeches/Gletis_Breeches.Gletis_Breeches'","Hume_Female"
Hume_Female_Legs_Sakpatas_Cuisses,"1","Sakpata's Cuisses","","Legs","SkeletalMesh'/Game/FF11/Characters/Gear/Hume_Female/Legs/Sakpatas_Cuisses/Sakpatas_Cuisses.Sakpatas_Cuisses'","Hume_Female"
Hume_Female_Legs_Mpacas_Hose,"1","Mpaca's Hose","","Legs","SkeletalMesh'/Game/FF11/Characters/Gear/Hume_Female/Legs/Mpacas_Hose/Mpacas_Hose.Mpacas_Hose'","Hume_Female"
Hume_Female_Legs_Agwus_Slops,"1","Agwu's Slops","","Legs","SkeletalMesh'/Game/FF11/Characters/Gear/Hume_Female/Legs/Agwus_Slops/Agwus_Slops.Agwus_Slops'","Hume_Female"
Hume_Female_Legs_Bunzis_Pants,"1","Bunzi's Pants","","Legs","SkeletalMesh'/Game/FF11/Characters/Gear/Hume_Female/Legs/Bunzis_Pants/Bunzis_Pants.Bunzis_Pants'","Hume_Female"
Hume_Female_Legs_Nyame_Flanchard,"1","Nyame Flanchard","","Legs","SkeletalMesh'/Game/FF11/Characters/Gear/Hume_Female/Legs/Nyame_Flanchard/Nyame_Flanchard.Nyame_Flanchard'","Hume_Female"
Hume_Female_Legs_Ziamet_Salvars,"1","Ziamet Salvars","","Legs","SkeletalMesh'/Game/FF11/Characters/Gear/Hume_Female/Legs/Ziamet_Salvars/Ziamet_Salvars.Ziamet_Salvars'","Hume_Female"
Hume_Female_Legs_Denim_Pants,"1","Denim Pants","","Legs","SkeletalMesh'/Game/FF11/Characters/Gear/Hume_Female/Legs/Denim_Pants/Denim_Pants.Denim_Pants'","Hume_Female"
Hume_Female_Legs_Esthetes_Hose,"1","Esthete's Hose","","Legs","SkeletalMesh'/Game/FF11/Characters/Gear/Hume_Female/Legs/Esthetes_Hose/Esthetes_Hose.Esthetes_Hose'","Hume_Female"
Hume_Male_Body_Default,"1","None","","Body","SkeletalMesh'/Game/FF11/Characters/Gear/Hume_Male/Body/Default/Default.Default'","Hume_Male"
Hume_Male_Body_Leather_Vest,"1","Leather Vest","","Body","SkeletalMesh'/Game/FF11/Characters/Gear/Hume_Male/Body/Leather_Vest/Leather_Vest.Leather_Vest'","Hume_Male"
Hume_Male_Body_Breastplate,"1","Breastplate","","Body","SkeletalMesh'/Game/FF11/Characters/Gear/Hume_Male/Body/Breastplate/Breastplate.Breastplate'","Hume_Male"
Hume_Male_Body_Tunic,"1","Tunic","","Body","SkeletalMesh'/Game/FF11/Characters/Gear/Hume_Male/Body/Tunic/Tunic.Tunic'","Hume_Male"
Hume_Male_Body_Shinobi_Gi,"1","Shinobi Gi","","Body","SkeletalMesh'/Game/FF11/Characters/Gear/Hume_Male/Body/Shinobi_Gi/Shinobi_Gi.Shinobi_Gi'","Hume_Male"
Hume_Male_Body_Chainmail,"1","Chainmail","","Body","SkeletalMesh'/Game/FF11/Characters/Gear/Hume_Male/Body/Chainmail/Chainmail.Chainmail'","Hume_Male"
Hume_Male_Body_Lizard_Jerkin,"1","Lizard Jerkin","","Body","SkeletalMesh'/Game/FF11/Characters/Gear/Hume_Male/Body/Lizard_Jerkin/Lizard_Jerkin.Lizard_Jerkin'","Hume_Male"
Hume_Male_Body_Raptor_Jerkin,"1","Raptor Jerkin","","Body","SkeletalMesh'/Game/FF11/Characters/Gear/Hume_Male/Body/Raptor_Jerkin/Raptor_Jerkin.Raptor_Jerkin'","Hume_Male"
Hume_Male_Body_Hume_Tunic,"1","Hume Tunic","","Body","SkeletalMesh'/Game/FF11/Characters/Gear/Hume_Male/Body/Hume_Tunic/Hume_Tunic.Hume_Tunic'","Hume_Male"
Hume_Male_Body_HaraAte,"1","Hara-Ate","","Body","SkeletalMesh'/Game/FF11/Characters/Gear/Hume_Male/Body/HaraAte/HaraAte.HaraAte'","Hume_Male"
Hume_Male_Body_Cloak,"1","Cloak","","Body","SkeletalMesh'/Game/FF11/Characters/Gear/Hume_Male/Body/Cloak/Cloak.Cloak'","Hume_Male"
Hume_Male_Body_Silk_Cloak,"1","Silk Cloak","","Body","SkeletalMesh'/Game/FF11/Characters/Gear/Hume_Male/Body/Silk_Cloak/Silk_Cloak.Silk_Cloak'","Hume_Male"
Hume_Male_Body_Royal_Squires_Chainmail,"1","Royal Squire's Chainmail","","Body","SkeletalMesh'/Game/FF11/Characters/Gear/Hume_Male/Body/Royal_Squires_Chainmail/Royal_Squires_Chainmail.Royal_Squires_Chainmail'","Hume_Male"
Hume_Male_Body_Royal_Knights_Chainmail,"1","Royal Knight's Chainmail","","Body","SkeletalMesh'/Game/FF11/Characters/Gear/Hume_Male/Body/Royal_Knights_Chainmail/Royal_Knights_Chainmail.Royal_Knights_Chainmail'","Hume_Male"
Hume_Male_Body_Padded_Armor,"1","Padded Armor","","Body","SkeletalMesh'/Game/FF11/Characters/Gear/Hume_Male/Body/Padded_Armor/Padded_Armor.Padded_Armor'","Hume_Male"
Hume_Male_Body_Bronze_Harness,"1","Bronze Harness","","Body","SkeletalMesh'/Game/FF11/Characters/Gear/Hume_Male/Body/Bronze_Harness/Bronze_Harness.Bronze_Harness'","Hume_Male"
Hume_Male_Body_Bone_Harness,"1","Bone Harness","","Body","SkeletalMesh'/Game/FF11/Characters/Gear/Hume_Male/Body/Bone_Harness/Bone_Harness.Bone_Harness'","Hume_Male"
Hume_Male_Body_Kenpogi,"1","Kenpogi","","Body","SkeletalMesh'/Game/FF11/Characters/Gear/Hume_Male/Body/Kenpogi/Kenpogi.Kenpogi'","Hume_Male"
Hume_Male_Body_Wool_Robe,"1","Wool Robe","","Body","SkeletalMesh'/Game/FF11/Characters/Gear/Hume_Male/Body/Wool_Robe/Wool_Robe.Wool_Robe'","Hume_Male"
Hume_Male_Body_Tactician_Magicians_Coat,"1","Tactician Magician's Coat","","Body","SkeletalMesh'/Game/FF11/Characters/Gear/Hume_Male/Body/Tactician_Magicians_Coat/Tactician_Magicians_Coat.Tactician_Magicians_Coat'","Hume_Male"
Hume_Male_Body_Robe,"1","Robe","","Body","SkeletalMesh'/Game/FF11/Characters/Gear/Hume_Male/Body/Robe/Robe.Robe'","Hume_Male"
Hume_Male_Body_Doublet,"1","Doublet","","Body","SkeletalMesh'/Game/FF11/Characters/Gear/Hume_Male/Body/Doublet/Doublet.Doublet'","Hume_Male"
Hume_Male_Body_Darksteel_Cuirass,"1","Darksteel Cuirass","","Body","SkeletalMesh'/Game/FF11/Characters/Gear/Hume_Male/Body/Darksteel_Cuirass/Darksteel_Cuirass.Darksteel_Cuirass'","Hume_Male"
Hume_Male_Body_Gambison,"1","Gambison","","Body","SkeletalMesh'/Game/FF11/Characters/Gear/Hume_Male/Body/Gambison/Gambison.Gambison'","Hume_Male"
Hume_Male_Body_Battle_Jupon,"1","Battle Jupon","","Body","SkeletalMesh'/Game/FF11/Characters/Gear/Hume_Male/Body/Battle_Jupon/Battle_Jupon.Battle_Jupon'","Hume_Male"
Hume_Male_Body_Iron_Musketeers_Cuirass,"1","Iron Musketeer's Cuirass","","Body","SkeletalMesh'/Game/FF11/Characters/Gear/Hume_Male/Body/Iron_Musketeers_Cuirass/Iron_Musketeers_Cuirass.Iron_Musketeers_Cuirass'","Hume_Male"
Hume_Male_Body_Centurions_Scale_Mail,"1","Centurion's Scale Mail","","Body","SkeletalMesh'/Game/FF11/Characters/Gear/Hume_Male/Body/Centurions_Scale_Mail/Centurions_Scale_Mail.Centurions_Scale_Mail'","Hume_Male"
Hume_Male_Body_Gavial_Mail,"1","Gavial Mail","","Body","SkeletalMesh'/Game/FF11/Characters/Gear/Hume_Male/Body/Gavial_Mail/Gavial_Mail.Gavial_Mail'","Hume_Male"
Hume_Male_Body_Scale_Mail,"1","Scale Mail","","Body","SkeletalMesh'/Game/FF11/Characters/Gear/Hume_Male/Body/Scale_Mail/Scale_Mail.Scale_Mail'","Hume_Male"
Hume_Male_Body_Mythril_Breastplate,"1","Mythril Breastplate","","Body","SkeletalMesh'/Game/FF11/Characters/Gear/Hume_Male/Body/Mythril_Breastplate/Mythril_Breastplate.Mythril_Breastplate'","Hume_Male"
Hume_Male_Body_Judges_Cuirass_GM,"1","Judge's Cuirass (GM)","","Body","SkeletalMesh'/Game/FF11/Characters/Gear/Hume_Male/Body/Judges_Cuirass_GM/Judges_Cuirass_GM.Judges_Cuirass_GM'","Hume_Male"
Hume_Male_Body_Custom_Tunic,"1","Custom Tunic","","Body","SkeletalMesh'/Game/FF11/Characters/Gear/Hume_Male/Body/Custom_Tunic/Custom_Tunic.Custom_Tunic'","Hume_Male"
Hume_Male_Body_Assault_Breastplate,"1","Assault Breastplate","","Body","SkeletalMesh'/Game/FF11/Characters/Gear/Hume_Male/Body/Assault_Breastplate/Assault_Breastplate.Assault_Breastplate'","Hume_Male"
Hume_Male_Body_Cardinal_Vest,"1","Cardinal Vest","","Body","SkeletalMesh'/Game/FF11/Characters/Gear/Hume_Male/Body/Cardinal_Vest/Cardinal_Vest.Cardinal_Vest'","Hume_Male"
Hume_Male_Body_Scorpion_Harness,"1","Scorpion Harness","","Body","SkeletalMesh'/Game/FF11/Characters/Gear/Hume_Male/Body/Scorpion_Harness/Scorpion_Harness.Scorpion_Harness'","Hume_Male"
Hume_Male_Body_Demons_Harness,"1","Demon's Harness","","Body","SkeletalMesh'/Game/FF11/Characters/Gear/Hume_Male/Body/Demons_Harness/Demons_Harness.Demons_Harness'","Hume_Male"
Hume_Male_Body_Lords_Cuirass,"1","Lord's Cuirass","","Body","SkeletalMesh'/Game/FF11/Characters/Gear/Hume_Male/Body/Lords_Cuirass/Lords_Cuirass.Lords_Cuirass'","Hume_Male"
Hume_Male_Body_Jujitsu_Gi,"1","Jujitsu Gi","","Body","SkeletalMesh'/Game/FF11/Characters/Gear/Hume_Male/Body/Jujitsu_Gi/Jujitsu_Gi.Jujitsu_Gi'","Hume_Male"
Hume_Male_Body_Royal_Knights_Aketon,"1","Royal Knight's Aketon","","Body","SkeletalMesh'/Game/FF11/Characters/Gear/Hume_Male/Body/Royal_Knights_Aketon/Royal_Knights_Aketon.Royal_Knights_Aketon'","Hume_Male"
Hume_Male_Body_Aketon,"1","Aketon","","Body","SkeletalMesh'/Game/FF11/Characters/Gear/Hume_Male/Body/Aketon/Aketon.Aketon'","Hume_Male"
